央视,#genre#
CCTV-1,http://tvpull.dxhmt.cn/tv/11481-4.m3u8
CCTV-1,http://60.255.120.30:89/live2/live2.m3u8
CCTV-1,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-1,http://222.81.86.42:8060/hls/ch3/ch3.m3u8
CCTV-1,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV-2,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-3,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV-3,http://111.20.35.103:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-4,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV-4,http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
CCTV-5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV-5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-5+,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV-6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6,https://live.goodiptv.club/api/bestv.php?id=cctv68m/8000000
CCTV-7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV-8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-8,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV-8,https://live.goodiptv.club/api/bestv.php?id=cctv88m/8000000
CCTV-9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV-10,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV-11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV-12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV-12,http://221.2.36.34:8888/newlive/live/hls/14/live.m3u8
CCTV-12,http://223.95.111.98:5555/newlive/live/hls/12/live.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV-14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV-15,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV-16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV-17,http://222.175.159.226:808/hls/202318/index.m3u8
CCTV-17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000

CCTV-4K,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000
CCTV-4K,http://113.117.74.28:8081/hls/144/index.m3u8

CCTV-移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8

卫视,#genre#
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://113.117.74.28:8081/hls/45/index.m3u8
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://113.117.74.18:8081/hls/50/index.m3u8
黑龙江卫视,http://113.117.74.28:8081/hls/50/index.m3u8
广西卫视,http://113.117.74.28:8081/hls/60/index.m3u8
广西卫视,http://222.175.159.226:808/hls/202362/index.m3u8
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
广西卫视,http://221.2.36.34:8888/newlive/live/hls/26/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
青海卫视,http://222.175.159.226:808/hls/202370/index.m3u8
山东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
山东卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
山东卫视,http://113.117.74.28:8081/hls/75/index.m3u8
山东卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
山东卫视,http://113.117.74.18:8081/hls/75/index.m3u8
广东卫视,http://113.117.74.28:8081/hls/140/index.m3u8
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
河南卫视,http://221.2.36.34:8888/newlive/live/hls/33/live.m3u8
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河南卫视,http://222.175.159.226:808/hls/202361/index.m3u8
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
天津卫视,http://113.117.74.28:8081/hls/48/index.m3u8
天津卫视,http://113.117.74.18:8081/hls/48/index.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
四川卫视,http://221.2.36.34:8888/newlive/live/hls/32/live.m3u8
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
四川卫视,http://222.175.159.226:808/hls/202359/index.m3u8
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
江西卫视,http://222.175.159.226:808/hls/202356/index.m3u8
湖南卫视,http://221.2.36.34:8888/newlive/live/hls/23/live.m3u8
湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏卫视 藏语,http://php.jdshipin.com:8880/xztv.php?id=zy
海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8
海南卫视,http://222.175.159.226:808/hls/202358/index.m3u8
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
贵州卫视,http://221.2.36.34:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://222.175.159.226:808/hls/202355/index.m3u8
辽宁卫视,http://222.175.159.226:808/hls/202348/index.m3u8
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
湖北卫视,http://222.175.159.226:808/hls/202351/index.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
河北卫视,http://222.175.159.226:808/hls/202357/index.m3u8
吉林卫视,http://221.2.36.34:8888/newlive/live/hls/35/live.m3u8
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahws8m/8000000
云南卫视,http://221.2.36.34:8888/newlive/live/hls/27/live.m3u8
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
海峡卫视,http://r.jdshipin.com/WtYt3
山西卫视[1280x720],http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
三沙卫视[1280x720],https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视[1280x720],http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视[1280x720],http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
延边卫视[1280x720],http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边卫视[1280x720],http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
延边卫视[1280x720],http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视[1280x720],http://live.ybtvyun.com/video/s10006-b316b550fd1f/index.m3u8

新闻,#genre#

体育,#genre#

电影,#genre#

音乐,#genre#

中国环球电视网,#genre#
CGTN,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8
CGTN,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8
CGTN-纪录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN-俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN-拉丁美洲,http://livees.cgtn.com/1000e/prog_index.m3u8
CGTN-法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN-英语,https://live.cgtn.com/1000/prog_index.m3u8
CGTN-西班牙语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN-阿拉伯语,https://livear.cgtn.com/1000a/prog_index.m3u8

中国教育网络电视台,#genre#
CETV-1,https://live.goodiptv.club/api/bestv.php?id=zgjy1t8m/8000000
CETV-4,https://live.goodiptv.club/api/bestv.php?id=zgjy4hd8m/8000000

数字付费,#genre#
CHC动作电影,http://221.2.36.34:8888/newlive/live/hls/56/live.m3u8
CHC家庭影院,http://221.2.36.34:8888/newlive/live/hls/55/live.m3u8
CHC高清电影,http://221.2.36.34:8888/newlive/live/hls/57/live.m3u8

香港,#genre#
凤凰卫视,http://113.117.74.28:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.18:8081/hls/37/index.m3u8
凤凰香港台,http://113.117.74.28:8081/hls/38/index.m3u8
凤凰香港台,http://113.117.74.18:8081/hls/38/index.m3u8
凤凰新闻,http://113.117.74.28:8081/hls/36/index.m3u8
凤凰新闻,http://113.117.74.18:8081/hls/36/index.m3u8
TVB星河,http://113.117.74.17:8081/hls/135/index.m3u8

澳门,#genre#
莲花卫视,http://nas.jdshipin.com:8801/amlh.php

地方台,#genre#
上海新闻,https://live.goodiptv.club/api/bestv.php?id=xwzhhd8m/8000000
上海纪实,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
上海教育,https://live.goodiptv.club/api/bestv.php?id=setvhd/8000000
东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
金鹰纪实,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8

少儿,#genre#
卡酷少儿,https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000
卡酷少儿,http://221.2.36.34:8888/newlive/live/hls/54/live.m3u8
哈哈炫动,https://live.goodiptv.club/api/bestv.php?id=hhxd8m/8000000


其它,#genre#
新闻综合,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226376/index.m3u8
综合频道,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226383/index.m3u8
文旅,http://221.2.36.34:8888/newlive/live/hls/53/live.m3u8

风云音乐,http://113.117.74.28:8081/hls/117/index.m3u8
风云音乐,http://113.117.74.18:8081/hls/117/index.m3u8
风云音乐,http://113.117.74.17:8081/hls/117/index.m3u8

游戏风云,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8

乐游,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226580/index.m3u8
乐游,http://113.117.74.28:8081/hls/66/index.m3u8
乐游,http://113.117.74.17:8081/hls/66/index.m3u8

体育健康,http://113.117.74.28:8081/hls/142/index.m3u8
体育健康,http://113.117.74.28:8081/hls/70/index.m3u8
体育健康,http://113.117.74.18:8081/hls/142/index.m3u8

茶频道,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8
茶频道,https://live.goodiptv.club/api/bestv.php?id=cpdhdavs8m/8000000

都市剧场,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8

都市频道,http://113.117.74.18:8081/hls/68/index.m3u8
都市频道,http://113.117.74.17:8081/hls/68/index.m3u8
都市频道,http://113.117.74.28:8081/hls/68/index.m3u8

电视剧频道,http://113.117.74.28:8081/hls/141/index.m3u8
电视剧频道,http://113.117.74.18:8081/hls/141/index.m3u8

青春动漫,https://live.goodiptv.club/api/bestv.php?id=qcdm8m/8000000

华语影院,https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000

纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
热门综艺,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
看天下精选,https://live.goodiptv.club/api/bestv.php?id=ktxjx8m/8000000
生活时尚,https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000
谍战剧场,https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000
东方财经,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
百变课堂,https://live.goodiptv.club/api/bestv.php?id=bbkt8m/8000000
法治天地,https://live.goodiptv.club/api/bestv.php?id=fztd8m/8000000
欢笑剧场4k,https://live.goodiptv.club/api/bestv.php?id=hxjc4k/15000000

斗鱼,#genre#
Running Man,http://epg.112114.xyz/douyu/131977
